As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
5/22/20,SARATOGA,0,0,0,0,1,1,1,0,0
5/22/20,SCHENECTADY,0,0,0,2,1,4,2,2,0
5/22/20,SCHOHARIE,0,0,0,0,0,0,0,0,0
5/22/20,SCHUYLER,0,0,0,0,0,0,0,0,0
5/22/20,ST.LAWRENCE,0,0,0,0,0,0,0,0,1
5/22/20,STEUBEN,0,0,0,0,0,0,0,1,1
5/22/20,SUFFOLK,0,1,3,53,51,79,74,65,48
5/22/20,SULLIVAN,0,0,0,1,0,6,3,6,5
5/22/20,TOMPKINS,0,0,0,0,0,0,0,0,1
5/22/20,ULSTER,0,0,0,0,0,2,3,2,2
5/22/20,WARREN,0,0,0,0,0,1,1,2,1
5/22/20,WAYNE,0,0,0,0,0,0,0,0,0
5/22/20,WESTCHESTER,0,0,5,49,39,61,77,66,46
5/22/20,WYOMING,0,0,0,0,0,0,0,0,0
5/22/20,YATES,0,0,0,0,0,0,0,0,0
5/23/20,ALBANY,0,0,0,4,5,12,20,17,4
5/23/20,ALLEGANY,0,0,0,0,0,0,0,0,0
5/23/20,BRONX,2,1,6,46,63,79,81,37,21
5/23/20,BROOME,0,0,0,1,0,5,1,4,5
5/23/20,CATTARAUGUS,0,0,0,0,0,0,2,0,1
5/23/20,CAYUGA,0,0,0,0,0,0,2,0,0
